64240	[ Null ]
64240	[ Null ]
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
64240	[ Null ]
0	·····S
0	·····S
64240	[ Null ]
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
64240	[ Null ]
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
64240	[ Null ]
64240	[ Null ]
65535	·····S
256	····SS
64240	[ Null ]
256	···ASS
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
86	·F·ASS
0	·····S
0	·····S
0	·····S
256	·F·ASS
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
0	·····S
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
64240	[ Null ]
0	·····S
